,level_0,index,Team1,Team2,Winner,Margin,Ground,Match_Date,Scorecard
856,856,75,Bangladesh,England,Bangladesh,34 runs,Dhaka,"Oct 9, 2016",ODI # 3793
857,857,76,Bangladesh,England,England,4 wickets,Chattogram,"Oct 12, 2016",ODI # 3794
858,858,77,South Africa,Australia,South Africa,31 runs,Cape Town,"Oct 12, 2016",ODI # 3795
859,859,78,India,New Zealand,India,6 wickets,Dharamsala,"Oct 16, 2016",ODI # 3796
860,860,79,India,New Zealand,New Zealand,6 runs,Delhi,"Oct 20, 2016",ODI # 3797
861,861,80,India,New Zealand,India,7 wickets,Mohali,"Oct 23, 2016",ODI # 3798
862,862,81,India,New Zealand,New Zealand,19 runs,Ranchi,"Oct 26, 2016",ODI # 3799
863,863,82,India,New Zealand,India,190 runs,Visakhapatnam,"Oct 29, 2016",ODI # 3800
864,864,83,Hong Kong,P.N.G.,Hong Kong,106 runs,Mong Kok,"Nov 4, 2016",ODI # 3801
865,865,84,Hong Kong,P.N.G.,P.N.G.,14 runs,Mong Kok,"Nov 6, 2016",ODI # 3802
866,866,85,Hong Kong,P.N.G.,Hong Kong,7 wickets,Mong Kok,"Nov 8, 2016",ODI # 3803
867,867,86,Zimbabwe,Sri Lanka,Sri Lanka,8 wickets,Harare,"Nov 14, 2016",ODI # 3804
868,868,87,Sri Lanka,West Indies,West Indies,62 runs,Harare,"Nov 16, 2016",ODI # 3805
869,869,88,Zimbabwe,West Indies,tied,,Bulawayo,"Nov 19, 2016",ODI # 3806
870,870,89,Zimbabwe,Sri Lanka,no result,,Bulawayo,"Nov 21, 2016",ODI # 3807
871,871,90,Sri Lanka,West Indies,Sri Lanka,1 run,Bulawayo,"Nov 23, 2016",ODI # 3808
872,872,91,Zimbabwe,West Indies,Zimbabwe,5 runs,Bulawayo,"Nov 25, 2016",ODI # 3809
873,873,92,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Bulawayo,"Nov 27, 2016",ODI # 3810
874,874,93,Australia,New Zealand,Australia,68 runs,Sydney,"Dec 4, 2016",ODI # 3811
875,875,94,Australia,New Zealand,Australia,116 runs,Canberra,"Dec 6, 2016",ODI # 3812
876,876,95,Australia,New Zealand,Australia,117 runs,Melbourne,"Dec 9, 2016",ODI # 3813
877,877,96,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch,"Dec 26, 2016",ODI # 3814
878,878,97,New Zealand,Bangladesh,New Zealand,67 runs,Nelson,"Dec 29, 2016",ODI # 3815
879,879,98,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson,"Dec 31, 2016",ODI # 3816
880,880,0,Australia,Pakistan,Australia,92 runs,Brisbane,"Jan 13, 2017",ODI # 3817
881,881,1,Australia,Pakistan,Pakistan,6 wickets,Melbourne,"Jan 15, 2017",ODI # 3818
882,882,2,India,England,India,3 wickets,Pune,"Jan 15, 2017",ODI # 3819
883,883,3,Australia,Pakistan,Australia,7 wickets,Perth,"Jan 19, 2017",ODI # 3820
884,884,4,India,England,India,15 runs,Cuttack,"Jan 19, 2017",ODI # 3821
885,885,5,Australia,Pakistan,Australia,86 runs,Sydney,"Jan 22, 2017",ODI # 3822
886,886,6,Hong Kong,Scotland,Hong Kong,7 wickets,Abu Dhabi,"Jan 22, 2017",ODI # 3823
887,887,7,India,England,England,5 runs,Kolkata,"Jan 22, 2017",ODI # 3824
888,888,8,U.A.E.,Scotland,U.A.E.,4 wickets,Dubai (DSC),"Jan 24, 2017",ODI # 3825
889,889,9,Australia,Pakistan,Australia,57 runs,Adelaide,"Jan 26, 2017",ODI # 3826
890,890,10,U.A.E.,Hong Kong,U.A.E.,6 wickets,Dubai (DSC),"Jan 26, 2017",ODI # 3827
891,891,11,South Africa,Sri Lanka,South Africa,8 wickets,Port Elizabeth,"Jan 28, 2017",ODI # 3828
892,892,12,New Zealand,Australia,New Zealand,6 runs,Auckland,"Jan 30, 2017",ODI # 3829
893,893,13,South Africa,Sri Lanka,South Africa,121 runs,Durban,"Feb 1, 2017",ODI # 3830
894,894,14,South Africa,Sri Lanka,South Africa,7 wickets,Johannesburg,"Feb 4, 2017",ODI # 3831
895,895,15,New Zealand,Australia,New Zealand,24 runs,Hamilton,"Feb 5, 2017",ODI # 3832
896,896,16,South Africa,Sri Lanka,South Africa,40 runs,Cape Town,"Feb 7, 2017",ODI # 3833
897,897,17,South Africa,Sri Lanka,South Africa,88 runs,Centurion,"Feb 10, 2017",ODI # 3834
898,898,18,Zimbabwe,Afghanistan,Afghanistan,12 runs,Harare,"Feb 16, 2017",ODI # 3835
899,899,19,New Zealand,South Africa,South Africa,4 wickets,Hamilton,"Feb 19, 2017",ODI # 3836
900,900,20,Zimbabwe,Afghanistan,Afghanistan,54 runs,Harare,"Feb 19, 2017",ODI # 3837
901,901,21,Zimbabwe,Afghanistan,Zimbabwe,3 runs,Harare,"Feb 21, 2017",ODI # 3838
902,902,22,New Zealand,South Africa,New Zealand,6 runs,Christchurch,"Feb 22, 2017",ODI # 3839
903,903,23,Zimbabwe,Afghanistan,Zimbabwe,7 wickets,Harare,"Feb 24, 2017",ODI # 3840
904,904,24,New Zealand,South Africa,South Africa,159 runs,Wellington,"Feb 25, 2017",ODI # 3841
905,905,25,Zimbabwe,Afghanistan,Afghanistan,106 runs,Harare,"Feb 26, 2017",ODI # 3842
906,906,26,New Zealand,South Africa,New Zealand,7 wickets,Hamilton,"Mar 1, 2017",ODI # 3843
907,907,27,U.A.E.,Ireland,Ireland,85 runs,ICCA Dubai,"Mar 2, 2017",ODI # 3844
908,908,28,West Indies,England,England,45 runs,North Sound,"Mar 3, 2017",ODI # 3845
909,909,29,New Zealand,South Africa,South Africa,6 wickets,Auckland,"Mar 4, 2017",ODI # 3846
910,910,30,U.A.E.,Ireland,Ireland,8 wickets,ICCA Dubai,"Mar 4, 2017",ODI # 3847
911,911,31,West Indies,England,England,4 wickets,North Sound,"Mar 5, 2017",ODI # 3848
912,912,32,West Indies,England,England,186 runs,Bridgetown,"Mar 9, 2017",ODI # 3849
913,913,33,Afghanistan,Ireland,Afghanistan,30 runs,Greater Noida,"Mar 15, 2017",ODI # 3850
914,914,34,Afghanistan,Ireland,Afghanistan,34 runs,Greater Noida,"Mar 17, 2017",ODI # 3851
915,915,35,Afghanistan,Ireland,Ireland,6 wickets,Greater Noida,"Mar 19, 2017",ODI # 3852
916,916,36,Afghanistan,Ireland,Ireland,3 wickets,Greater Noida,"Mar 22, 2017",ODI # 3853
917,917,37,Afghanistan,Ireland,Afghanistan,7 wickets,Greater Noida,"Mar 24, 2017",ODI # 3854
918,918,38,Sri Lanka,Bangladesh,Bangladesh,90 runs,Dambulla,"Mar 25, 2017",ODI # 3855
919,919,39,Sri Lanka,Bangladesh,no result,,Dambulla,"Mar 28, 2017",ODI # 3856
920,920,40,U.A.E.,P.N.G.,U.A.E.,82 runs,Abu Dhabi,"Mar 31, 2017",ODI # 3857
921,921,41,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (SSC),"Apr 1, 2017",ODI # 3858
922,922,42,U.A.E.,P.N.G.,P.N.G.,26 runs,Abu Dhabi,"Apr 2, 2017",ODI # 3859
923,923,43,U.A.E.,P.N.G.,U.A.E.,103 runs,Abu Dhabi,"Apr 4, 2017",ODI # 3860
924,924,44,West Indies,Pakistan,West Indies,4 wickets,Providence,"Apr 7, 2017",ODI # 3861
925,925,45,West Indies,Pakistan,Pakistan,74 runs,Providence,"Apr 9, 2017",ODI # 3862
926,926,46,West Indies,Pakistan,Pakistan,6 wickets,Providence,"Apr 11, 2017",ODI # 3863
927,927,47,England,Ireland,England,7 wickets,Bristol,"May 5, 2017",ODI # 3864
928,928,48,England,Ireland,England,85 runs,Lord's,"May 7, 2017",ODI # 3865
929,929,49,Ireland,Bangladesh,no result,,Dublin (Malahide),"May 12, 2017",ODI # 3866
930,930,50,Ireland,New Zealand,New Zealand,51 runs,Dublin (Malahide),"May 14, 2017",ODI # 3867
931,931,51,Bangladesh,New Zealand,New Zealand,4 wickets,Dublin,"May 17, 2017",ODI # 3868
932,932,52,Ireland,Bangladesh,Bangladesh,8 wickets,Dublin (Malahide),"May 19, 2017",ODI # 3869
933,933,53,Ireland,New Zealand,New Zealand,190 runs,Dublin (Malahide),"May 21, 2017",ODI # 3870
934,934,54,Bangladesh,New Zealand,Bangladesh,5 wickets,Dublin,"May 24, 2017",ODI # 3871
935,935,55,England,South Africa,England,72 runs,Leeds,"May 24, 2017",ODI # 3872
936,936,56,England,South Africa,England,2 runs,Southampton,"May 27, 2017",ODI # 3873
937,937,57,England,South Africa,South Africa,7 wickets,Lord's,"May 29, 2017",ODI # 3874
938,938,58,England,Bangladesh,England,8 wickets,The Oval,"Jun 1, 2017",ODI # 3875
939,939,59,Australia,New Zealand,no result,,Birmingham,"Jun 2, 2017",ODI # 3876
940,940,60,South Africa,Sri Lanka,South Africa,96 runs,The Oval,"Jun 3, 2017",ODI # 3877
941,941,61,India,Pakistan,India,124 runs,Birmingham,"Jun 4, 2017",ODI # 3878
942,942,62,Australia,Bangladesh,no result,,The Oval,"Jun 5, 2017",ODI # 3879
943,943,63,England,New Zealand,England,87 runs,Cardiff,"Jun 6, 2017",ODI # 3880
944,944,64,Pakistan,South Africa,Pakistan,19 runs,Birmingham,"Jun 7, 2017",ODI # 3881
945,945,65,India,Sri Lanka,Sri Lanka,7 wickets,The Oval,"Jun 8, 2017",ODI # 3882
946,946,66,Bangladesh,New Zealand,Bangladesh,5 wickets,Cardiff,"Jun 9, 2017",ODI # 3883
947,947,67,West Indies,Afghanistan,Afghanistan,63 runs,Gros Islet,"Jun 9, 2017",ODI # 3884
948,948,68,England,Australia,England,40 runs,Birmingham,"Jun 10, 2017",ODI # 3885
949,949,69,India,South Africa,India,8 wickets,The Oval,"Jun 11, 2017",ODI # 3886
950,950,70,West Indies,Afghanistan,West Indies,4 wickets,Gros Islet,"Jun 11, 2017",ODI # 3887
951,951,71,Pakistan,Sri Lanka,Pakistan,3 wickets,Cardiff,"Jun 12, 2017",ODI # 3888
952,952,72,England,Pakistan,Pakistan,8 wickets,Cardiff,"Jun 14, 2017",ODI # 3889
953,953,73,West Indies,Afghanistan,no result,,Gros Islet,"Jun 14, 2017",ODI # 3890
954,954,74,Bangladesh,India,India,9 wickets,Birmingham,"Jun 15, 2017",ODI # 3891
955,955,75,Scotland,Zimbabwe,Scotland,26 runs,Edinburgh,"Jun 15, 2017",ODI # 3892
956,956,76,Scotland,Zimbabwe,Zimbabwe,6 wickets,Edinburgh,"Jun 17, 2017",ODI # 3893
957,957,77,India,Pakistan,Pakistan,180 runs,The Oval,"Jun 18, 2017",ODI # 3894
958,958,78,West Indies,India,no result,,Port of Spain,"Jun 23, 2017",ODI # 3895
959,959,79,West Indies,India,India,105 runs,Port of Spain,"Jun 25, 2017",ODI # 3896
960,960,80,Sri Lanka,Zimbabwe,Zimbabwe,6 wickets,Galle,"Jun 30, 2017",ODI # 3897
961,961,81,West Indies,India,India,93 runs,North Sound,"Jun 30, 2017",ODI # 3898
962,962,82,Sri Lanka,Zimbabwe,Sri Lanka,7 wickets,Galle,"Jul 2, 2017",ODI # 3899
963,963,83,West Indies,India,West Indies,11 runs,North Sound,"Jul 2, 2017",ODI # 3900
964,964,84,Sri Lanka,Zimbabwe,Sri Lanka,8 wickets,Hambantota,"Jul 6, 2017",ODI # 3901
965,965,85,West Indies,India,India,8 wickets,Kingston,"Jul 6, 2017",ODI # 3902
966,966,86,Sri Lanka,Zimbabwe,Zimbabwe,4 wickets,Hambantota,"Jul 8, 2017",ODI # 3903
967,967,87,Sri Lanka,Zimbabwe,Zimbabwe,3 wickets,Hambantota,"Jul 10, 2017",ODI # 3904
968,968,88,Sri Lanka,India,India,9 wickets,Dambulla,"Aug 20, 2017",ODI # 3905
969,969,89,Sri Lanka,India,India,3 wickets,Pallekele,"Aug 24, 2017",ODI # 3906
970,970,90,Sri Lanka,India,India,6 wickets,Pallekele,"Aug 27, 2017",ODI # 3907
971,971,91,Sri Lanka,India,India,168 runs,Colombo (RPS),"Aug 31, 2017",ODI # 3908
972,972,92,Sri Lanka,India,India,6 wickets,Colombo (RPS),"Sep 3, 2017",ODI # 3909
973,973,93,India,Australia,India,26 runs,Chennai,"Sep 17, 2017",ODI # 3910
974,974,94,England,West Indies,England,7 wickets,Manchester,"Sep 19, 2017",ODI # 3911
975,975,95,India,Australia,India,50 runs,Kolkata,"Sep 21, 2017",ODI # 3912
976,976,96,England,West Indies,no result,,Nottingham,"Sep 21, 2017",ODI # 3913
977,977,97,India,Australia,India,5 wickets,Indore,"Sep 24, 2017",ODI # 3914
978,978,98,England,West Indies,England,124 runs,Bristol,"Sep 24, 2017",ODI # 3915
979,979,99,England,West Indies,England,6 runs,The Oval,"Sep 27, 2017",ODI # 3916
980,980,100,India,Australia,Australia,21 runs,Bengaluru,"Sep 28, 2017",ODI # 3917
981,981,101,England,West Indies,England,9 wickets,Southampton,"Sep 29, 2017",ODI # 3918
982,982,102,India,Australia,India,7 wickets,Nagpur,"Oct 1, 2017",ODI # 3919
983,983,103,P.N.G.,Scotland,Scotland,101 runs,Port Moresby,"Oct 6, 2017",ODI # 3920
984,984,104,P.N.G.,Scotland,P.N.G.,5 wickets,Port Moresby,"Oct 8, 2017",ODI # 3921
985,985,105,Pakistan,Sri Lanka,Pakistan,83 runs,Dubai (DSC),"Oct 13, 2017",ODI # 3922
986,986,106,South Africa,Bangladesh,South Africa,10 wickets,Kimberley,"Oct 15, 2017",ODI # 3923
987,987,107,Pakistan,Sri Lanka,Pakistan,32 runs,Abu Dhabi,"Oct 16, 2017",ODI # 3924
988,988,108,South Africa,Bangladesh,South Africa,104 runs,Paarl,"Oct 18, 2017",ODI # 3925
989,989,109,Pakistan,Sri Lanka,Pakistan,7 wickets,Abu Dhabi,"Oct 18, 2017",ODI # 3926
990,990,110,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Oct 20, 2017",ODI # 3927
991,991,111,India,New Zealand,New Zealand,6 wickets,Mumbai,"Oct 22, 2017",ODI # 3928
992,992,112,South Africa,Bangladesh,South Africa,200 runs,East London,"Oct 22, 2017",ODI # 3929
993,993,113,Pakistan,Sri Lanka,Pakistan,9 wickets,Sharjah,"Oct 23, 2017",ODI # 3930
994,994,114,India,New Zealand,India,6 wickets,Pune,"Oct 25, 2017",ODI # 3931
995,995,115,India,New Zealand,India,6 runs,Kanpur,"Oct 29, 2017",ODI # 3932
996,996,116,P.N.G.,Scotland,Scotland,6 wickets,Dubai (DSC),"Nov 24, 2017",ODI # 3933
997,997,117,P.N.G.,Scotland,Scotland,4 wickets,Dubai (DSC),"Nov 25, 2017",ODI # 3934
998,998,118,Afghanistan,Ireland,Afghanistan,138 runs,Sharjah,"Dec 5, 2017",ODI # 3935
999,999,119,Hong Kong,P.N.G.,Hong Kong,23 runs,ICCA Dubai,"Dec 6, 2017",ODI # 3936
1000,1000,120,Afghanistan,Ireland,Ireland,51 runs,Sharjah,"Dec 7, 2017",ODI # 3937
1001,1001,121,Hong Kong,P.N.G.,Hong Kong,93 runs,ICCA Dubai,"Dec 8, 2017",ODI # 3938
1002,1002,122,India,Sri Lanka,Sri Lanka,7 wickets,Dharamsala,"Dec 10, 2017",ODI # 3939
1003,1003,123,Afghanistan,Ireland,Ireland,5 wickets,Sharjah,"Dec 10, 2017",ODI # 3940
1004,1004,124,India,Sri Lanka,India,141 runs,Mohali,"Dec 13, 2017",ODI # 3941
1005,1005,125,India,Sri Lanka,India,8 wickets,Visakhapatnam,"Dec 17, 2017",ODI # 3942
1006,1006,126,New Zealand,West Indies,New Zealand,5 wickets,Whangarei,"Dec 20, 2017",ODI # 3943
1007,1007,127,New Zealand,West Indies,New Zealand,204 runs,Christchurch,"Dec 23, 2017",ODI # 3944
1008,1008,128,New Zealand,West Indies,New Zealand,66 runs,Christchurch,"Dec 26, 2017",ODI # 3945
1009,1009,0,New Zealand,Pakistan,New Zealand,61 runs,Wellington,"Jan 6, 2018",ODI # 3946
1010,1010,1,New Zealand,Pakistan,New Zealand,8 wickets,Nelson,"Jan 9, 2018",ODI # 3947
1011,1011,2,U.A.E.,Ireland,Ireland,4 wickets,ICCA Dubai,"Jan 11, 2018",ODI # 3948
1012,1012,3,New Zealand,Pakistan,New Zealand,183 runs,Dunedin,"Jan 13, 2018",ODI # 3949
1013,1013,4,U.A.E.,Ireland,Ireland,67 runs,ICCA Dubai,"Jan 13, 2018",ODI # 3950
1014,1014,5,Australia,England,England,5 wickets,Melbourne,"Jan 14, 2018",ODI # 3951
1015,1015,6,Bangladesh,Zimbabwe,Bangladesh,8 wickets,Dhaka,"Jan 15, 2018",ODI # 3952
1016,1016,7,New Zealand,Pakistan,New Zealand,5 wickets,Hamilton,"Jan 16, 2018",ODI # 3953
1017,1017,8,Ireland,Scotland,Ireland,6 wickets,ICCA Dubai,"Jan 16, 2018",ODI # 3954
1018,1018,9,Sri Lanka,Zimbabwe,Zimbabwe,12 runs,Dhaka,"Jan 17, 2018",ODI # 3955
1019,1019,10,Ireland,Scotland,Ireland,24 runs,ICCA Dubai,"Jan 18, 2018",ODI # 3956
1020,1020,11,New Zealand,Pakistan,New Zealand,15 runs,Wellington,"Jan 19, 2018",ODI # 3957
1021,1021,12,Australia,England,England,4 wickets,Brisbane,"Jan 19, 2018",ODI # 3958
1022,1022,13,Bangladesh,Sri Lanka,Bangladesh,163 runs,Dhaka,"Jan 19, 2018",ODI # 3959
1023,1023,14,Australia,England,England,16 runs,Sydney,"Jan 21, 2018",ODI # 3960
1024,1024,15,U.A.E.,Scotland,Scotland,31 runs,ICCA Dubai,"Jan 21, 2018",ODI # 3961
1025,1025,16,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Dhaka,"Jan 21, 2018",ODI # 3962
1026,1026,17,U.A.E.,Scotland,U.A.E.,4 wickets,ICCA Dubai,"Jan 23, 2018",ODI # 3963
1027,1027,18,Bangladesh,Zimbabwe,Bangladesh,91 runs,Dhaka,"Jan 23, 2018",ODI # 3964
1028,1028,19,Bangladesh,Sri Lanka,Sri Lanka,10 wickets,Dhaka,"Jan 25, 2018",ODI # 3965
1029,1029,20,Australia,England,Australia,3 wickets,Adelaide,"Jan 26, 2018",ODI # 3966
1030,1030,21,Bangladesh,Sri Lanka,Sri Lanka,79 runs,Dhaka,"Jan 27, 2018",ODI # 3967
1031,1031,22,Australia,England,England,12 runs,Perth,"Jan 28, 2018",ODI # 3968
1032,1032,23,South Africa,India,India,6 wickets,Durban,"Feb 1, 2018",ODI # 3969
1033,1033,24,South Africa,India,India,9 wickets,Centurion,"Feb 4, 2018",ODI # 3970
1034,1034,25,South Africa,India,India,124 runs,Cape Town,"Feb 7, 2018",ODI # 3971
1035,1035,26,Afghanistan,Zimbabwe,Afghanistan,154 runs,Sharjah,"Feb 9, 2018",ODI # 3972
1036,1036,27,South Africa,India,South Africa,5 wickets,Johannesburg,"Feb 10, 2018",ODI # 3973
1037,1037,28,Afghanistan,Zimbabwe,Zimbabwe,154 runs,Sharjah,"Feb 11, 2018",ODI # 3974
1038,1038,29,Afghanistan,Zimbabwe,Afghanistan,6 wickets,Sharjah,"Feb 13, 2018",ODI # 3975
1039,1039,30,South Africa,India,India,73 runs,Port Elizabeth,"Feb 13, 2018",ODI # 3976
1040,1040,31,Afghanistan,Zimbabwe,Afghanistan,10 wickets,Sharjah,"Feb 16, 2018",ODI # 3977
1041,1041,32,South Africa,India,India,8 wickets,Centurion,"Feb 16, 2018",ODI # 3978
1042,1042,33,Afghanistan,Zimbabwe,Afghanistan,146 runs,Sharjah,"Feb 19, 2018",ODI # 3979
1043,1043,34,New Zealand,England,New Zealand,3 wickets,Hamilton,"Feb 25, 2018",ODI # 3980
1044,1044,35,New Zealand,England,England,6 wickets,Mount Maunganui,"Feb 28, 2018",ODI # 3981
1045,1045,36,New Zealand,England,England,4 runs,Wellington,"Mar 3, 2018",ODI # 3982
1046,1046,37,Afghanistan,Scotland,Scotland,7 wickets,Bulawayo,"Mar 4, 2018",ODI # 3983
1047,1047,38,P.N.G.,U.A.E.,U.A.E.,56 runs,Harare,"Mar 4, 2018",ODI # 3984
1048,1048,39,Hong Kong,Scotland,Scotland,4 wickets,Bulawayo,"Mar 6, 2018",ODI # 3985
1049,1049,40,Ireland,P.N.G.,Ireland,4 wickets,Harare,"Mar 6, 2018",ODI # 3986
1050,1050,41,U.A.E.,West Indies,West Indies,60 runs,Harare,"Mar 6, 2018",ODI # 3987
1051,1051,42,Zimbabwe,Afghanistan,Zimbabwe,2 runs,Bulawayo,"Mar 6, 2018",ODI # 3988
1052,1052,43,New Zealand,England,New Zealand,5 wickets,Dunedin,"Mar 7, 2018",ODI # 3989
1053,1053,44,Afghanistan,Hong Kong,Hong Kong,30 runs,Bulawayo,"Mar 8, 2018",ODI # 3990
1054,1054,45,P.N.G.,West Indies,West Indies,6 wickets,Harare,"Mar 8, 2018",ODI # 3991
1055,1055,46,New Zealand,England,England,7 wickets,Christchurch,"Mar 10, 2018",ODI # 3992
1056,1056,47,Ireland,West Indies,West Indies,52 runs,Harare,"Mar 10, 2018",ODI # 3993
1057,1057,48,Zimbabwe,Hong Kong,Zimbabwe,89 runs,Bulawayo,"Mar 10, 2018",ODI # 3994
1058,1058,49,Ireland,U.A.E.,Ireland,226 runs,Harare,"Mar 12, 2018",ODI # 3995
1059,1059,50,Zimbabwe,Scotland,tied,,Bulawayo,"Mar 12, 2018",ODI # 3996
1060,1060,51,Afghanistan,West Indies,Afghanistan,3 wickets,Harare,"Mar 15, 2018",ODI # 3997
1061,1061,52,Scotland,U.A.E.,Scotland,73 runs,Bulawayo,"Mar 15, 2018",ODI # 3998
1062,1062,53,Zimbabwe,Ireland,Zimbabwe,107 runs,Harare,"Mar 16, 2018",ODI # 3999
1063,1063,54,Hong Kong,P.N.G.,P.N.G.,58 runs,Harare,"Mar 17, 2018",ODI # 4000
1064,1064,55,Ireland,Scotland,Ireland,25 runs,Harare,"Mar 18, 2018",ODI # 4001
1065,1065,56,Zimbabwe,West Indies,West Indies,4 wickets,Harare,"Mar 19, 2018",ODI # 4002
1066,1066,57,Afghanistan,U.A.E.,Afghanistan,5 wickets,Harare,"Mar 20, 2018",ODI # 4003
1067,1067,58,Scotland,West Indies,West Indies,5 runs,Harare,"Mar 21, 2018",ODI # 4004
1068,1068,59,Zimbabwe,U.A.E.,U.A.E.,3 runs,Harare,"Mar 22, 2018",ODI # 4005
1069,1069,60,Afghanistan,Ireland,Afghanistan,5 wickets,Harare,"Mar 23, 2018",ODI # 4006
1070,1070,61,Afghanistan,West Indies,Afghanistan,7 wickets,Harare,"Mar 25, 2018",ODI # 4007
1071,1071,62,Scotland,England,Scotland,6 runs,Edinburgh,"Jun 10, 2018",ODI # 4008
1072,1072,63,England,Australia,England,3 wickets,The Oval,"Jun 13, 2018",ODI # 4009
1073,1073,64,England,Australia,England,38 runs,Cardiff,"Jun 16, 2018",ODI # 4010
1074,1074,65,England,Australia,England,242 runs,Nottingham,"Jun 19, 2018",ODI # 4011
1075,1075,66,England,Australia,England,6 wickets,Chester-le-Street,"Jun 21, 2018",ODI # 4012
1076,1076,67,England,Australia,England,1 wicket,Manchester,"Jun 24, 2018",ODI # 4013
1077,1077,68,England,India,India,8 wickets,Nottingham,"Jul 12, 2018",ODI # 4014
1078,1078,69,Zimbabwe,Pakistan,Pakistan,201 runs,Bulawayo,"Jul 13, 2018",ODI # 4015
1079,1079,70,England,India,England,86 runs,Lord's,"Jul 14, 2018",ODI # 4016
1080,1080,71,Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo,"Jul 16, 2018",ODI # 4017
1081,1081,72,England,India,England,8 wickets,Leeds,"Jul 17, 2018",ODI # 4018
1082,1082,73,Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo,"Jul 18, 2018",ODI # 4019
1083,1083,74,Zimbabwe,Pakistan,Pakistan,244 runs,Bulawayo,"Jul 20, 2018",ODI # 4020
1084,1084,75,Zimbabwe,Pakistan,Pakistan,131 runs,Bulawayo,"Jul 22, 2018",ODI # 4021
1085,1085,76,West Indies,Bangladesh,Bangladesh,48 runs,Providence,"Jul 22, 2018",ODI # 4022
1086,1086,77,West Indies,Bangladesh,West Indies,3 runs,Providence,"Jul 25, 2018",ODI # 4023
1087,1087,78,West Indies,Bangladesh,Bangladesh,18 runs,Basseterre,"Jul 28, 2018",ODI # 4024
1088,1088,79,Sri Lanka,South Africa,South Africa,5 wickets,Dambulla,"Jul 29, 2018",ODI # 4025
1089,1089,80,Netherlands,Nepal,Netherlands,55 runs,Amstelveen,"Aug 1, 2018",ODI # 4026
1090,1090,81,Sri Lanka,South Africa,South Africa,4 wickets,Dambulla,"Aug 1, 2018",ODI # 4027
1091,1091,82,Netherlands,Nepal,Nepal,1 run,Amstelveen,"Aug 3, 2018",ODI # 4028
1092,1092,83,Sri Lanka,South Africa,South Africa,78 runs,Pallekele,"Aug 5, 2018",ODI # 4029
1093,1093,84,Sri Lanka,South Africa,Sri Lanka,3 runs,Pallekele,"Aug 8, 2018",ODI # 4030
1094,1094,85,Sri Lanka,South Africa,Sri Lanka,178 runs,Colombo (RPS),"Aug 12, 2018",ODI # 4031
1095,1095,86,Ireland,Afghanistan,Afghanistan,29 runs,Belfast,"Aug 27, 2018",ODI # 4032
1096,1096,87,Ireland,Afghanistan,Ireland,3 wickets,Belfast,"Aug 29, 2018",ODI # 4033
1097,1097,88,Nepal,U.A.E.,U.A.E.,78 runs,Kuala Lumpur,"Aug 30, 2018",ODI # 4034
1098,1098,89,Ireland,Afghanistan,Afghanistan,8 wickets,Belfast,"Aug 31, 2018",ODI # 4035
1099,1099,90,Bangladesh,Sri Lanka,Bangladesh,137 runs,Dubai (DSC),"Sep 15, 2018",ODI # 4036
1100,1100,91,Hong Kong,Pakistan,Pakistan,8 wickets,Dubai (DSC),"Sep 16, 2018",ODI # 4037
1101,1101,92,Afghanistan,Sri Lanka,Afghanistan,91 runs,Abu Dhabi,"Sep 17, 2018",ODI # 4038
1102,1102,93,Hong Kong,India,India,26 runs,Dubai (DSC),"Sep 18, 2018",ODI # 4039
1103,1103,94,India,Pakistan,India,8 wickets,Dubai (DSC),"Sep 19, 2018",ODI # 4040
1104,1104,95,Afghanistan,Bangladesh,Afghanistan,136 runs,Abu Dhabi,"Sep 20, 2018",ODI # 4041
1105,1105,96,Bangladesh,India,India,7 wickets,Dubai (DSC),"Sep 21, 2018",ODI # 4042
1106,1106,97,Afghanistan,Pakistan,Pakistan,3 wickets,Abu Dhabi,"Sep 21, 2018",ODI # 4043
1107,1107,98,India,Pakistan,India,9 wickets,Dubai (DSC),"Sep 23, 2018",ODI # 4044
1108,1108,99,Afghanistan,Bangladesh,Bangladesh,3 runs,Abu Dhabi,"Sep 23, 2018",ODI # 4045
1109,1109,100,Afghanistan,India,tied,,Dubai (DSC),"Sep 25, 2018",ODI # 4046
1110,1110,101,Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi,"Sep 26, 2018",ODI # 4047
1111,1111,102,Bangladesh,India,India,3 wickets,Dubai (DSC),"Sep 28, 2018",ODI # 4048
1112,1112,103,South Africa,Zimbabwe,South Africa,5 wickets,Kimberley,"Sep 30, 2018",ODI # 4049
1113,1113,104,South Africa,Zimbabwe,South Africa,120 runs,Bloemfontein,"Oct 3, 2018",ODI # 4050
1114,1114,105,South Africa,Zimbabwe,South Africa,4 wickets,Paarl,"Oct 6, 2018",ODI # 4051
1115,1115,106,Sri Lanka,England,no result,,Dambulla,"Oct 10, 2018",ODI # 4052
1116,1116,107,Sri Lanka,England,England,31 runs,Dambulla,"Oct 13, 2018",ODI # 4053
